y_test,y_logis_predict_proba,y_linear_predict_proba,y_poly_predict_proba,y_rbf_predict_proba
1.0,0.8257321512766548,0.6081223235807098,0.36628708738161697,0.6992856067697616
0.0,0.1488126500452524,0.032762955316737244,0.1735441081490934,0.046933285257545886
1.0,0.6275709480488849,0.2753096034935609,0.2863952992430443,0.26802925974136455
0.0,0.35599472672811316,0.13133779542263102,0.10821991727892635,0.14543379252103553
1.0,0.3419292713978036,0.11223330350311796,0.11217729524790582,0.13636410890970171
0.0,0.43997218431053736,0.15426313186150953,0.14783940410911986,0.4841451072128866
0.0,0.5776290924937865,0.2583093603787798,0.3323665214686295,0.31903514233805713
0.0,0.2756838219226876,0.08267610393317354,0.10548785909042054,0.11192112499064835
0.0,0.654821726939532,0.31837415892484294,0.16709740231456677,0.2767441721917513
0.0,0.234065671788168,0.06719031883832978,0.06500665037746484,0.092183089732025
0.0,0.28767268033335247,0.09016571575199989,0.09069840305174853,0.12490421281988769
0.0,0.315786144153036,0.09801145777919423,0.0921336125048151,0.12213657611331065
0.0,0.1901588454108341,0.05187230287032626,0.06967438419790055,0.07272790819697245
1.0,0.4088125590824099,0.14542017088274514,0.1343609940767265,0.17053663024885787
0.0,0.26356252220089205,0.0796121077422947,0.08374898267568023,0.10726380870851768
1.0,0.586130509628137,0.27986057446528106,0.30838570987299024,0.23662586284189233
1.0,0.35131209923551454,0.11473464035170364,0.10198485593703296,0.11343264601637928
0.0,0.46046624848986034,0.1915978329267682,0.40873731182346046,0.18446838785524752
0.0,0.2891117316624961,0.08978197993859703,0.08928056002054986,0.113648274131855
0.0,0.8828654524352229,0.6941704416802037,0.9192851192812294,0.5846809194841669
0.0,0.46723732060421186,0.1856595353765271,0.22400449203043077,0.20714963104096937
0.0,0.35230752470434135,0.1120882906695059,0.1117304108089455,0.14677298640128383
0.0,0.7615896337994685,0.48041145261597284,0.5559757658947644,0.4457675621131367
0.0,0.5286960157210636,0.21965724621545915,0.2170412540944138,0.22671676121215206
0.0,0.8384522788442265,0.5656415789459867,0.44439982792769556,0.644526080116499
0.0,0.39528268257898824,0.12781638150410118,0.1435765190823666,0.14009295407601058
1.0,0.5783241008234192,0.3093830738406363,0.3475944185268858,0.2908400458557878
1.0,0.5269214258356365,0.2421088350176351,0.29006432826828116,0.26867341131972944
0.0,0.337551415543095,0.10575857441975389,0.14252102888484555,0.10904238843165556
0.0,0.3556085959489388,0.11998303387839093,0.11393012578950401,0.14302140150522064
0.0,0.3368996813203334,0.09665186818205261,0.19332217211666333,0.08101060202143182
0.0,0.30692295418411214,0.09265644482463595,0.08464209778809763,0.130242326537538
0.0,0.34021242419652226,0.11185522564802941,0.10608367735761137,0.12252642622173679
0.0,0.5401807709441289,0.2544544562203112,0.3411586829772673,0.29536989136611186
0.0,0.3818760570746771,0.13223572907453401,0.09398776624948292,0.14272746098822076
0.0,0.315781756620139,0.10681910873610723,0.14457962046915993,0.15819640701092155
0.0,0.42230168863513257,0.15491575999934903,0.13369157580239155,0.1706781264402276
0.0,0.3931850786598848,0.13441092892134798,0.13434832618022297,0.1529905239252306
0.0,0.2844330100917428,0.08586214297384935,0.10274863640853216,0.12338020856479945
0.0,0.5223511546046015,0.1885050683896697,0.21091215225463256,0.20580695734008175
0.0,0.2136704145933533,0.060970489132462745,0.056965824932058554,0.08790848168437135
0.0,0.6931678471290225,0.3854781432979886,0.27145073008087744,0.23256812199850033
0.0,0.2414039519436168,0.07299490167577886,0.06042535333450694,0.09779044401409778
0.0,0.21386544102332583,0.05996259808295391,0.05094627988780226,0.08033990973183953
1.0,0.6915409298787184,0.43100838396373176,0.44601854597936047,0.45753917281972023
0.0,0.40582785468140176,0.14290077270119153,0.11654738263719558,0.14427519732735897
0.0,0.3809238800643121,0.1341785451135141,0.12614330406789015,0.1680551762655647
1.0,0.2521165799354726,0.06530124875172828,0.11330444276976095,0.07882533379615121
0.0,0.3948324618870693,0.13678877881983537,0.11691802225380621,0.20546412373274117
0.0,0.31102346358778926,0.10259659861492268,0.09425496789653372,0.15000719677902183
1.0,0.3748264198382943,0.12962573715632478,0.11914232888469847,0.1945693112139192
0.0,0.2192015168324672,0.06481977055965965,0.04668913143603358,0.10031954249256833
0.0,0.33439887315672934,0.10650301129265238,0.09181088482010298,0.11765673203273605
0.0,0.3921608318619556,0.12813620784186025,0.11041801634588332,0.14112500071882125
0.0,0.3578977899018329,0.11680058461737598,0.07800724723275458,0.13361374756018815
1.0,0.5836059784378265,0.2644816250144527,0.23567781717315972,0.2457514519633171
0.0,0.3630418100758397,0.10867148600159328,0.1315969588731554,0.11232299070491364
0.0,0.6924819784658913,0.399844149246974,0.33209024114081664,0.576250763927368
0.0,0.2861253234498072,0.09482206766010438,0.09003733786050136,0.12964400411393823
0.0,0.3701277789845067,0.12510777459958977,0.10990424537288351,0.13030273320163996
1.0,0.8331008155517656,0.5329695669210017,0.35555506611267945,0.5
0.0,0.3362149008957006,0.10776929093321916,0.10107112599102745,0.1223588680966802
0.0,0.3914286923850872,0.1383327039821409,0.12779872953162463,0.15145277003369925
1.0,0.7175290015822593,0.42543729868856467,0.680290173831247,0.39232365011765674
1.0,0.5788207838797852,0.296782728211375,0.30171116766333556,0.29268467501647
0.0,0.45347455973748196,0.17622247044354894,0.1430370037812609,0.2364767043545314
0.0,0.27812659045552784,0.08497855729858342,0.07503233397021195,0.10905911856412269
0.0,0.7387175388844388,0.433032108790368,0.4407826943221865,0.4629171425937431
0.0,0.5691554137903867,0.2557774094809473,0.2589318056001529,0.5162385208265888
1.0,0.8129164642157793,0.5596231396887047,0.5959965229169406,0.6493507739020535
0.0,0.26726891412333,0.07750602166536252,0.07365723920900547,0.10879307072197629
0.0,0.430715893827061,0.15070841024709772,0.14064208577525034,0.2177996096758655
0.0,0.6417229714805096,0.3040770002716551,0.31240403279781426,0.3540295567614183
0.0,0.29003157154865233,0.09215884946377771,0.09851459025158323,0.12919991638053657
1.0,0.3296120539282111,0.10695185426460947,0.17760531829066684,0.10783567963837985
0.0,0.3619232649052126,0.11872750910220657,0.09423558518618559,0.1373890936616694
0.0,0.3589654625102553,0.11305104627747165,0.11375807879614608,0.12149594864770918
0.0,0.4342120954208887,0.15292326874207124,0.15203683014810046,0.16410408414780298
0.0,0.2566845189559229,0.08044633261648268,0.08097897373157366,0.0904456945554107
0.0,0.25270742233242577,0.07506118567248599,0.0787185070181442,0.0959099596716848
0.0,0.41045600171722096,0.13664015683804337,0.10472126545443093,0.14059962715724644
0.0,0.22792443714901373,0.06503193258721505,0.06108665114101424,0.08812919971560916
0.0,0.30927690826844956,0.10563458595309937,0.11865815513691168,0.1164720249452083
0.0,0.47757779689542584,0.19306685972736326,0.21131993393177265,0.1742958192447912
0.0,0.3222143588423519,0.10103468864050338,0.08154703785647512,0.10659577903872217
0.0,0.42959251930086023,0.14292298939482553,0.16466598369598304,0.13804960242495262
