y_test,predicted_prob_rf,predicted_prob_xgboost
0,0.214156674,0.171933442
1,0.196934348,0.169815674
1,0.22147932,0.307908624
0,0.034918567,0.045221377
0,0.09692745,0.095286638
0,0.00645833,0.027166868
0,0.207193217,0.192114115
0,0.32099383,0.536105216
0,0.218154831,0.196626827
0,0.093315153,0.085852876
0,0.046971112,0.032904845
0,0.014885741,0.020692034
0,0.281784892,0.208811402
0,0.049820188,0.065601565
0,0.042738272,0.049203057
0,0.356095409,0.279342324
0,0.130253078,0.10542164
0,0.468048883,0.492906958
0,0.044782846,0.06219526
0,0.106478962,0.115011469
0,0.039016643,0.072059751
0,0.268721793,0.5372774
1,0.088658596,0.123769097
0,0.159779991,0.165293992
0,0.066235702,0.063740484
0,0.173039041,0.217209399
0,0.255755418,0.23533383
0,0.06382873,0.06388028
0,0.288613244,0.268785864
0,0.192475123,0.150081158
0,0.182255651,0.171319962
0,0.225824457,0.319617778
0,0.009885889,0.019757019
1,0.218330774,0.187126368
0,0.033862055,0.048923686
1,0.504741105,0.650084376
0,0.327293024,0.285444975
0,0.195804751,0.195556119
0,0.01307064,0.039748278
0,0.280504562,0.169181302
1,0.102169802,0.099731557
0,0.306408114,0.255208731
0,0.091923844,0.081551239
0,0.438588942,0.52197504
0,0.307821724,0.223259836
1,0.079761351,0.099053428
0,0.420538804,0.644840956
0,0.157115755,0.141498432
0,0.264958353,0.230619118
0,0.097006537,0.072957769
0,0.151280686,0.124118917
0,0.148951373,0.162998006
0,0.029655857,0.052557718
0,0.216163407,0.124281563
0,0.031838635,0.03709029
0,0.056216427,0.046885084
0,0.065463065,0.121999465
0,0.093509548,0.086193837
1,0.110350885,0.064815521
0,0.029893596,0.030910525
0,0.241034288,0.211462542
0,0.298243576,0.266336083
0,0.094993242,0.066178508
0,0.117775648,0.096308231
0,0.091112446,0.106911346
0,0.077626924,0.074572705
0,0.070170701,0.065600604
0,0.200833491,0.159397915
0,0.142893043,0.086307436
0,0.284267854,0.29649961
0,0.152288469,0.103210241
0,0.305017554,0.28944239
1,0.206423253,0.19871068
0,0.051766199,0.021908551
0,0.119998687,0.181314632
0,0.182218464,0.187766314
0,0.034349019,0.05107962
0,0.050348783,0.080513552
1,0.79965051,0.948856533
0,0.069994818,0.065807506
0,0.176024711,0.130215853
0,0.013831449,0.026274741
1,0.704889566,0.737453818
0,0.316034556,0.380849659
0,0.14007543,0.137529165
1,0.407846874,0.250425696
0,0.149970672,0.162414595
0,0.059310986,0.032510273
1,0.349716878,0.54648155
0,0.189008043,0.140661031
0,0.055175236,0.066943407
0,0.131792443,0.138661012
0,0.224406876,0.216397062
0,0.061623895,0.056274787
0,0.063006438,0.115333647
0,0.042202872,0.05864593
0,0.01909276,0.049258221
0,0.238613557,0.277569443
0,0.052777801,0.038891178
0,0.270612269,0.175102755
0,0.020432712,0.035515204
0,0.013267907,0.023884065
0,0.16138705,0.093466386
0,0.180481753,0.149130031
0,0.022398597,0.053257983
0,0.362930459,0.28415373
0,0.162087669,0.118126079
0,0.354612182,0.337670594
1,0.144778996,0.14362897
0,0.06933771,0.045005549
0,0.156034754,0.125724941
0,0.137828453,0.197199762
0,0.019290583,0.032292869
0,0.085196332,0.100591086
0,0.187279554,0.155627429
0,0.088145062,0.099836335
1,0.399445114,0.269725025
0,0.073434746,0.064481474
0,0.159370028,0.141112283
0,0.146182553,0.129445285
0,0.159133327,0.178306326
0,0.076792573,0.055136863
0,0.227692362,0.174470589
0,0.31919721,0.364996314
0,0.027163964,0.036426909
0,0.255827674,0.325446367
0,0.315903387,0.423382521
0,0.119596135,0.107355535
0,0.16772207,0.160770446
0,0.129148281,0.13951771
0,0.408903725,0.243696988
1,0.127804914,0.10287369
0,0.205259619,0.148873791
0,0.02617892,0.028553767
1,0.822809498,0.951798677
0,0.110602401,0.104921058
0,0.037052672,0.058535624
0,0.152980878,0.157379836
0,0.04740607,0.068524919
0,0.090497036,0.051033851
1,0.717735814,0.740974844
1,0.156011001,0.166149423
0,0.168634498,0.164392218
1,0.313498664,0.369868249
0,0.010271306,0.018581681
0,0.139594771,0.161280796
0,0.026343322,0.042275526
0,0.261799406,0.260349661
1,0.030087047,0.045900457
0,0.031576442,0.045431975
1,0.078946107,0.056106407
0,0.240683073,0.288684785
0,0.080857543,0.097015552
0,0.099305594,0.094666302
0,0.227601019,0.224914089
1,0.182559917,0.160673559
0,0.257788288,0.213820294
0,0.023544042,0.040706739
0,0.299031438,0.258291513
0,0.293743457,0.262844622
0,0.106764919,0.102644242
1,0.343146613,0.398097396
0,0.049786141,0.057449553
0,0.012674274,0.052418064
0,0.151100587,0.11515481
0,0.125332982,0.120552473
0,0.148829067,0.099753551
1,0.159315813,0.115566529
0,0.095379815,0.099574678
0,0.105809052,0.08095599
0,0.390634668,0.353382379
0,0.07149697,0.060350422
0,0.019438989,0.041552261
1,0.095748902,0.112098768
0,0.119342577,0.157943279
0,0.12795341,0.15717043
1,0.343344856,0.264399618
0,0.12917371,0.183269739
0,0.135794656,0.127001777
0,0.214623084,0.279149562
1,0.325406177,0.345350802
0,0.335051454,0.309999645
0,0.101674279,0.118484914
0,0.043788095,0.049599025
0,0.109057111,0.108730473
0,0.018669516,0.026274741
0,0.087749387,0.061593268
1,0.139303999,0.089045785
1,0.270861453,0.175162092
0,0.196996906,0.102337301
1,0.248761305,0.171713173
0,0.091237644,0.047754399
0,0.143142445,0.155962288
1,0.142990715,0.138108149
0,0.037542679,0.06428355
0,0.039201306,0.022913251
1,0.80368355,0.811978161
0,0.179623349,0.213436201
0,0.099055913,0.119158447
1,0.414042921,0.345225036
1,0.320443667,0.22491847
0,0.32373091,0.295265615
0,0.024934554,0.030789034
0,0.077683707,0.074427202
0,0.093859643,0.075543173
0,0.320356925,0.353021473
0,0.468552676,0.485151887
1,0.250820497,0.209736347
0,0.012493665,0.021350417
0,0.362608092,0.302622586
0,0.020463421,0.026576839
0,0.313312541,0.279894263
0,0.027050994,0.036421832
0,0.127803754,0.103650019
1,0.439721372,0.461467147
0,0.053803558,0.044245183
0,0.281118877,0.241571218
1,0.104445654,0.050823033
0,0.306466344,0.27278626
0,0.051673358,0.061396144
0,0.153794535,0.073662959
0,0.13088655,0.056204367
0,0.123196502,0.163033128
0,0.100563663,0.072964072
0,0.107475606,0.120191447
0,0.008414336,0.019902142
1,0.332627603,0.15938668
0,0.362059778,0.283706874
0,0.121059131,0.106578283
1,0.181819669,0.163830176
0,0.092870373,0.050408844
1,0.376354674,0.427467287
0,0.060821798,0.078288294
0,0.046022548,0.081358969
0,0.215565921,0.184858397
1,0.274698163,0.219573066
1,0.468851969,0.519237816
0,0.204869567,0.221740454
0,0.141212864,0.146650389
0,0.037011988,0.058663111
1,0.372508629,0.450741231
0,0.199679805,0.088532403
0,0.171002311,0.076171406
0,0.146154534,0.11598213
0,0.080138672,0.102787398
0,0.115278855,0.123242363
0,0.132696441,0.122471355
0,0.223889182,0.31089735
0,0.138458569,0.128038764
0,0.112304786,0.11317037
0,0.11358191,0.147311598
0,0.050089644,0.068043411
0,0.227294273,0.256862104
1,0.117488604,0.135528192
0,0.062637881,0.057392228
0,0.312185826,0.34118098
0,0.133959741,0.159108281
0,0.167912869,0.079418287
0,0.066465288,0.059762426
1,0.280795849,0.229754522
0,0.051308367,0.058653902
0,0.266087344,0.287705034
0,0.050538264,0.067374103
0,0.135434604,0.101291023
0,0.137568825,0.117865764
0,0.210506276,0.175916255
0,0.036583093,0.058354694
0,0.027199697,0.04886122
0,0.19070637,0.125993431
0,0.081723963,0.087643996
0,0.120752365,0.115765639
1,0.411479007,0.442444593
0,0.357611311,0.29442963
0,0.267786209,0.337813675
0,0.167854503,0.175582319
0,0.134239165,0.194395691
0,0.434128589,0.286965996
0,0.117731756,0.125735328
0,0.303752798,0.33817029
0,0.059574316,0.123473078
0,0.014701305,0.037407793
1,0.452910465,0.472700655
0,0.030263667,0.048000816
0,0.053492185,0.065729953
0,0.250891685,0.316718012
1,0.206875579,0.180777594
0,0.094689922,0.063686229
0,0.161426529,0.144903988
0,0.095819701,0.084832475
0,0.134186833,0.129258007
0,0.127863467,0.095078528
0,0.191756092,0.126020521
0,0.034218689,0.050884254
0,0.279303074,0.250652552
0,0.02351358,0.020361984
0,0.100250605,0.142438412
0,0.093216844,0.105802462
0,0.211959389,0.254224986
0,0.055145641,0.099162459
0,0.154579244,0.254507482
0,0.229896496,0.205754608
0,0.200949918,0.099953532
0,0.057472967,0.070358634
0,0.049113944,0.066486336
1,0.281892819,0.207502812
0,0.171138932,0.191914394
0,0.236398405,0.381195098
0,0.256810046,0.124183483
0,0.308154193,0.277219862
0,0.070700713,0.108972639
0,0.040514465,0.062301848
0,0.21361102,0.207064122
0,0.452691468,0.464388669
0,0.018086599,0.039399195
1,0.140477399,0.108708657
0,0.125791339,0.085432388
1,0.307286313,0.300704688
1,0.122348216,0.201077685
1,0.183366032,0.167983025
1,0.195505387,0.151029438
0,0.014488949,0.026274741
0,0.518654674,0.642829418
0,0.021985272,0.030815506
0,0.15317069,0.12222787
0,0.018353182,0.039973788
0,0.302702851,0.266284555
1,0.47981137,0.361723542
1,0.322047722,0.265751004
0,0.301323443,0.335506141
0,0.481846792,0.50775677
1,0.102421015,0.072571605
0,0.094960567,0.13294661
0,0.116342559,0.132928908
1,0.18619145,0.205935538
0,0.135508117,0.181403071
0,0.148736779,0.189672217
0,0.283838364,0.268570483
1,0.270234025,0.194933489
0,0.052313271,0.071634442
0,0.385385216,0.441390097
0,0.009779894,0.016091606
0,0.224036839,0.231217578
0,0.094800384,0.091102742
0,0.028946908,0.05739361
0,0.395206918,0.342278332
1,0.247877474,0.151694909
0,0.05300221,0.128341079
1,0.233077638,0.225786433
0,0.047828443,0.040619016
0,0.750957802,0.904690802
0,0.124726327,0.059905224
0,0.132144466,0.150514215
0,0.037448519,0.05570526
0,0.098845278,0.071433246
1,0.387258167,0.484483212
0,0.0450324,0.068962313
0,0.077769551,0.093675904
1,0.543187398,0.600398839
0,0.116756485,0.144784078
0,0.146607801,0.111703411
0,0.224746566,0.195105433
0,0.142745887,0.172554851
0,0.239343171,0.204446256
0,0.098662564,0.081754878
0,0.129396344,0.108737566
0,0.036476647,0.045003869
0,0.015585879,0.03249871
0,0.141938615,0.180751488
0,0.259998877,0.18681626
0,0.37107161,0.321038157
0,0.251594987,0.21205619
0,0.36889767,0.281821698
0,0.139136652,0.118688688
0,0.008082818,0.021350417
0,0.121334245,0.110726267
0,0.421089117,0.457102418
0,0.012138539,0.022509065
0,0.112471411,0.121389233
0,0.04163617,0.074652545
0,0.399129329,0.299583107
0,0.1537048,0.248809367
0,0.136056763,0.132128507
0,0.29228037,0.237431854
0,0.097869998,0.053059921
0,0.055729302,0.084264457
0,0.178813409,0.175481707
1,0.249879484,0.217116714
0,0.129342028,0.120008148
1,0.396682229,0.529540122
1,0.472760197,0.284064502
0,0.144867807,0.160556942
1,0.809258917,0.880006015
0,0.20489919,0.243407294
0,0.014082546,0.033368617
1,0.401766223,0.341978312
0,0.102062416,0.134173557
0,0.32323101,0.292171389
0,0.061779858,0.081688486
0,0.417580778,0.515837371
0,0.36143617,0.286343783
0,0.242066444,0.1606123
