y_test,y_logis_predict_proba,y_linear_predict_proba,y_poly_predict_proba,y_rbf_predict_proba
1.0,0.8257321512766548,0.6102750697587217,0.3645746083696191,0.6988074906309264
0.0,0.1488126500452524,0.03258047932745225,0.17303382309397983,0.04710129078547545
1.0,0.6275709480488849,0.2759960145601828,0.2851226929783059,0.26813454576826895
0.0,0.35599472672811316,0.1313398480168745,0.10809461333831342,0.14564532664101862
1.0,0.3419292713978036,0.1121689324017242,0.11203141318026458,0.13657799039297103
0.0,0.43997218431053736,0.15435636488571838,0.1474902684305277,0.4839219298652123
0.0,0.5776290924937865,0.25890661913974994,0.33089940282675356,0.319070357137414
0.0,0.2756838219226876,0.08253194821635021,0.10537648217332977,0.11213575048480605
0.0,0.654821726939532,0.31928730191254456,0.1666283963102478,0.27683820781454094
0.0,0.234065671788168,0.06701915113989902,0.06506743476553913,0.09239132286982508
0.0,0.28767268033335247,0.09003864333289391,0.09065801445503793,0.12511951817471326
0.0,0.315786144153036,0.09790470429660283,0.09208668724046556,0.1223519495160093
0.0,0.1901588454108341,0.05167465749240268,0.06971930473268506,0.07292225054331859
1.0,0.4088125590824099,0.1454769377260377,0.1340920002738253,0.17073669988117712
0.0,0.26356252220089205,0.07946167232338422,0.0837390518716195,0.10747754214370557
1.0,0.586130509628137,0.28057094282881534,0.30696499664352955,0.23676855734863483
1.0,0.35131209923551454,0.11467838935376184,0.10189098526340924,0.11364748481250701
0.0,0.46046624848986034,0.1918591869857356,0.4067277244130864,0.18465931846371153
0.0,0.2891117316624961,0.08965397525687821,0.08924654848679726,0.1138631403742563
0.0,0.8828654524352229,0.6963046775405585,0.9177865727770154,0.5843070026916084
0.0,0.46723732060421186,0.1858928546112625,0.2231581825217678,0.20732206076806559
0.0,0.35230752470434135,0.11202345456722768,0.11158687579972035,0.14698408799984863
0.0,0.7615896337994685,0.482093540321239,0.5532605312722462,0.44560550406825833
0.0,0.5286960157210636,0.2200560127518751,0.21624225635659414,0.22687009600067234
0.0,0.8384522788442265,0.5676287114176238,0.44216988781253425,0.644053535447363
0.0,0.39528268257898824,0.12780546774998416,0.14325310422791493,0.1403059955019235
1.0,0.5783241008234192,0.3102490037989626,0.34601752804710084,0.2909152002117394
1.0,0.5269214258356365,0.24262197119543283,0.2887668572264945,0.26877787758293686
0.0,0.337551415543095,0.10567407928291793,0.14220393118040187,0.10925650497560814
0.0,0.3556085959489388,0.11994441145452374,0.11377498207625805,0.14323365999452664
0.0,0.3368996813203334,0.09654142699117112,0.19268244901141493,0.08121189023756338
0.0,0.30692295418411214,0.09253556635271624,0.08462836777284016,0.1304571921807616
0.0,0.34021242419652226,0.1117896435322392,0.10596928321845055,0.12274179679937784
0.0,0.5401807709441289,0.2550316071823973,0.33962835289994625,0.2954388126569257
0.0,0.3818760570746771,0.13224113619160907,0.09393227769788524,0.14293980287205454
0.0,0.315781756620139,0.10673781847390605,0.1442501828326403,0.1584029721412894
0.0,0.42230168863513257,0.15501174294365974,0.13342646774483594,0.17087811257232377
0.0,0.3931850786598848,0.13442454130538567,0.13407940599869206,0.15319934068374708
0.0,0.2844330100917428,0.08572496258366015,0.10265098323970671,0.12359556517699974
0.0,0.5223511546046015,0.1887517689783327,0.21015462560951864,0.20598059657985976
0.0,0.2136704145933533,0.060792134871226894,0.05706348813791586,0.08811436704382032
0.0,0.6931678471290225,0.38669363919847355,0.27027987181813334,0.23271524753305245
0.0,0.2414039519436168,0.07283243104691961,0.06050041781643333,0.09800121103595329
0.0,0.21386544102332583,0.05978330280148358,0.05105766927315534,0.08054069519324869
1.0,0.6915409298787184,0.4324678280354549,0.4437794580143018,0.45735807195489775
0.0,0.40582785468140176,0.14294743429614482,0.116378248308943,0.14448708818908143
0.0,0.3809238800643121,0.13419127561904146,0.1259213245357459,0.16825667785823062
1.0,0.2521165799354726,0.06512765500558469,0.11315261516578147,0.07902494621407354
0.0,0.3948324618870693,0.13681148628792153,0.11674689137306915,0.20563806961934575
0.0,0.31102346358778926,0.10250276935641699,0.09419823447037906,0.1502171659961981
1.0,0.3748264198382943,0.12962144768877068,0.1189591384189631,0.19475252392439538
0.0,0.2192015168324672,0.06464559168120984,0.04680844382505936,0.10053125851244221
0.0,0.33439887315672934,0.10642076196750215,0.09176543647483447,0.11787197529865336
0.0,0.3921608318619556,0.12812645909204115,0.11028134018250811,0.1413377784265252
0.0,0.3578977899018329,0.11675117910866027,0.07802087454551984,0.13382813305504898
1.0,0.5836059784378265,0.2651111735566318,0.23475184710686606,0.24588382497339978
0.0,0.3630418100758397,0.10859588064713467,0.1313439469249358,0.11253767649563255
0.0,0.6924819784658913,0.401139614468861,0.3306250991557702,0.5758897307283357
0.0,0.2861253234498072,0.09470677137377823,0.08999993261379285,0.12985893881810615
0.0,0.3701277789845067,0.12508709824722203,0.10977024035265676,0.13051759159931675
1.0,0.8331008155517656,0.5348434835648332,0.3539204112882381,0.5
0.0,0.3362149008957006,0.107690903034693,0.10098175459517635,0.12257424016223245
0.0,0.3914286923850872,0.13836138529167172,0.127567402788835,0.15166219359752503
1.0,0.7175290015822593,0.4268686092714261,0.6774300948606742,0.39224928370737183
1.0,0.5788207838797852,0.2975822994536503,0.3003351556884506,0.2927573003998003
0.0,0.45347455973748196,0.1764121506772021,0.1427168205521624,0.23661956351020913
0.0,0.27812659045552784,0.08483939808182611,0.07505754599315574,0.10927323846049919
0.0,0.7387175388844388,0.43450162950666665,0.43857347851393086,0.4627274210859938
0.0,0.5691554137903867,0.25636145558297196,0.2578465786995659,0.5159665442465599
1.0,0.8129164642157793,0.5615889307644623,0.5931170173791871,0.6489119835644706
0.0,0.26726891412333,0.07735152346188232,0.07368765463007791,0.1090071367548928
0.0,0.430715893827061,0.15078680361331367,0.1403361814134163,0.21796197708954904
0.0,0.6417229714805096,0.30491500607671423,0.3109565309228739,0.35401617959486414
0.0,0.29003157154865233,0.09203671399198823,0.09843765488782577,0.1294148991553384
1.0,0.3296120539282111,0.10687096772813615,0.17706877728175652,0.10804954205145549
0.0,0.3619232649052126,0.11868459866074808,0.09417894215351896,0.1376027620191469
0.0,0.3589654625102553,0.11298930925390607,0.1136038480396177,0.12171132182921954
0.0,0.4342120954208887,0.15301088061973725,0.15166205869230148,0.1643077370841254
0.0,0.2566845189559229,0.08029756424161083,0.08098059908517448,0.09065301805312932
0.0,0.25270742233242577,0.07490224037932292,0.07872930006117601,0.09611994398665052
0.0,0.41045600171722096,0.1366622920684509,0.10461375384366021,0.1408125407844435
0.0,0.22792443714901373,0.06485800986294747,0.06115973751757773,0.0883352154345548
0.0,0.30927690826844956,0.10554971853206453,0.11847760096492096,0.11668718284867852
0.0,0.47757779689542584,0.19333521265742296,0.21055965386852743,0.17449360385735715
0.0,0.3222143588423519,0.10093637391435398,0.08154632177518194,0.10680935479615179
0.0,0.42959251930086023,0.14296973952475273,0.16421240961962397,0.13826312625566253
0.0,0.40300529238127175,0.1436983888266111,0.18577588014295984,0.22307765993949177
0.0,0.3485724508625123,0.11275951533601546,0.10392742018205071,0.12678033368233751
0.0,0.4796701673925371,0.2019324318495247,0.20770381143544583,0.29293573079835594
0.0,0.2627353013002498,0.07563775939911407,0.07096938207350571,0.09994310284666902
0.0,0.2951165425795237,0.07967264259693396,0.08417245658343532,0.0978253531736689
0.0,0.47406948596037474,0.18194124978607068,0.2803338397362218,0.18625838164209013
0.0,0.44027172972181816,0.16407312961558745,0.1333421275726668,0.16342123470433625
0.0,0.4456082863715964,0.16467895614624795,0.15989784808462196,0.1701487618836638
0.0,0.3567524319486392,0.11733282452864885,0.14080400813485575,0.13860291791784946
0.0,0.3494115944216648,0.1108469975661861,0.11356818956372129,0.13575973005164121
0.0,0.3727909574732797,0.12701443565189355,0.10335084435466345,0.14696054100946082
0.0,0.43177741307968986,0.1525174644849953,0.10987331973716992,0.14111789860006302
0.0,0.5440757951600611,0.24221089191063427,0.20712992661609836,0.2247123116433475
0.0,0.35251099195976926,0.11274190422687197,0.1134456033896178,0.12356629111965615
0.0,0.6674544414318625,0.36089130776278017,0.35509099876857747,0.2997521552369614
0.0,0.49191921583380976,0.20307605182208555,0.20092978579721002,0.27988964344556677
0.0,0.3288907859718819,0.10270808051724042,0.09143270539810047,0.12079587330433765
0.0,0.24107892169619383,0.06215421117130257,0.076335659097067,0.07922915541241189
0.0,0.28398689946041766,0.0874846459759109,0.06195930956753182,0.10958021577242177
